Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Aruba,ABW,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,2.868319392,7.235198033,10.02617921,10.6347326,26.37450321,26.0461298,21.4425588,22.00078616,21.03624511,20.77193616,20.31835337,20.42681771,20.58766915,20.31156677,26.19487524,25.93402441,25.67116178,26.42045209,26.51729342,27.20070778,26.94826047,27.895574,26.23084664,25.91583295,24.67052887,24.5058352,13.15554169,8.351294252,8.408362638
Afghanistan,AFG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.046059897,0.053604304000000005,0.073764791,0.074232685,0.08629245199999999,0.10146739699999999,0.107636955,0.123734289,0.11549774,0.08682346,0.15029062699999998,0.166042044,0.13076385,0.136279785,0.155649444,0.168928649,0.15478720599999998,0.18296361600000002,0.163159571,0.168376671,0.13285860800000002,0.151972881,0.164803883,0.20363558199999998,0.23498771300000001,0.297827727,0.270891121,0.271611659,0.248472561,0.235694613,0.213449805,0.18767272399999999,0.099666474,0.08915403599999999,0.08003917,0.07269861799999999,0.066044698,0.059648382,0.05520717,0.042332597,0.03850634,0.039002334,0.048715548,0.051829599999999997,0.039377828,0.052948215,0.06372847200000001,0.08541750599999999,0.154101422,0.241722682,0.29383699399999996,0.41201693799999994,0.350370581,0.31560177300000003,0.299444991
Angola,AGO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.097471604,0.079038085,0.201289076,0.192534735,0.20100336100000002,0.191528411,0.246412785,0.154911578,0.256315998,0.41955056399999996,0.528697988,0.492302233,0.635214721,0.670624323,0.652023363,0.574693143,0.415850303,0.434755038,0.646179204,0.636944237,0.598717343,0.571201904,0.485251545,0.515071547,0.487395694,0.44312144299999995,0.42676872200000004,0.5184278,0.44555734399999997,0.423524277,0.42028425399999997,0.405450105,0.400678653,0.430889258,0.281092579,0.7691734259999999,0.7123063409999999,0.48920937700000006,0.47137391,0.574083595,0.580352661,0.573047493,0.720768849,0.497975073,0.996165478,0.979740026,1.098883898,1.197843982,1.181526759,1.232494515,1.243405585,1.252789255,1.330843018,1.254617218,1.291328315
Albania,ALB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.258194928,1.3741860469999998,1.4399559640000001,1.1816811440000001,1.11174196,1.166099043,1.333055465,1.3637463,1.519551277,1.5589675719999998,1.753239905,1.989497923,2.515914398,2.303897417,1.849006691,1.9106336369999999,2.0135845619999997,2.2758763909999997,2.53062504,2.898208518,1.93505831,2.693023914,2.624856785,2.683239919,2.6942913739999996,2.658015382,2.665356221,2.414060815,2.331598531,2.783243075,1.678106654,1.3122126,0.774724911,0.723790292,0.600203708,0.6545371329999999,0.6366253129999999,0.49036506,0.560271437,0.960164412,0.9781746809999999,1.053304176,1.2295407090000001,1.4126971959999999,1.376212735,1.412498211,1.3025763670000001,1.322334855,1.4843111390000001,1.495600199,1.5785735840000001,1.803714725,1.692908325,1.7492110790000002,1.9787633119999999
Andorra,AND,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.467335669,7.182456636,6.9120533889999995,6.736054846,6.494200424,6.662051684,7.065071473,7.239712718,7.660783886,7.975454404,8.019284294,7.786950001,7.590615141000001,7.315760706,7.358624941,7.299871936000001,6.7462187160000004,6.519465912,6.427886622000001,6.121652341,6.122594702000001,5.867129945,5.916596911,5.900752587,5.832169951
Arab World,ARB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.643689011,0.685150884,0.760854507,0.8749411890000001,0.999097655,1.165705386,1.272650672,1.331404395,1.544942527,1.7899133919999999,1.8012454619999998,1.993486215,2.109871603,2.396799726,2.273440745,2.184263525,2.568710035,2.6316283659999997,2.74324133,2.8426551160000004,3.069208819,2.9070579089999997,2.70111659,2.793356928,2.956318154,3.035558013,3.255536588,3.168821856,3.2644890319999997,3.226127128,2.989008072,3.2072246189999998,3.385246998,3.63837855,3.644858894,3.398199765,3.304793683,3.124848492,3.329548276,3.3095533919999998,3.684441272,3.590302965,3.588035581,3.7798890110000003,4.051465169,4.1684862560000004,4.268239866,4.1002262730000005,4.390401434,4.5421514510000005,4.615758201,4.537755236000001,4.813630727,4.650474168,4.860233832
United Arab Emirates,ARE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.118757692,0.10883674,0.163018351,0.17522259199999998,0.132354958,0.146326865,0.159950399,5.383684807000001,6.785773552,100.69766949999999,64.74501378,75.98153209,70.48362784,77.12098728,66.46069916,56.05113796,61.29020795,51.84464328,52.58289939,38.4518098,35.40411979,32.88162816,30.99646083,28.20499098,35.18821247,35.89096957,32.0839896,30.55837249,29.21022992,31.02882617,27.95924521,28.93913532,27.86136845,29.890451000000002,31.40439759,28.8469908,15.97008152,15.42443139,28.714321500000004,26.22842771,35.67825923,30.49115342,24.15124891,28.55255307,27.70120802,25.36237265,23.63108943,22.43980121,22.82394719,21.90855608,19.44369027,19.07648878,19.81768422,18.95416379,23.30202251
Argentina,ARG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.367473032,2.442615898,2.522392105,2.316356332,2.538379303,2.641714344,2.7926537989999995,2.858162297,2.96985458,3.275850995,3.451159798,3.650078618,3.6378585130000003,3.730791118,3.7266989660000003,3.6418224980000002,3.768774074,3.749871394,3.762750369,3.9987331189999997,3.868853067,3.574967863,3.5670867889999998,3.572042094,3.5601425339999997,3.31032707,3.377245,3.669168725,3.8204455680000002,3.629201904,3.426481983,3.52770381,3.605749117,3.457164549,3.5420950189999996,3.656645582,3.811457285,3.851202695,3.8578709160000004,4.010698763,3.835573665,3.5685998660000005,3.291547735,3.52558427,4.06905838,4.141236814,4.4348214519999996,4.382668884,4.682912395,4.410889893999999,4.558499612,4.600290698999999,4.569383676,4.462903755,4.746797455
Armenia,ARM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.692473009,0.759983503,0.8241553629999999,1.05997746,0.8090464190000001,1.032302975,1.0816921240000001,0.9758036290000001,1.128918604,1.161167684,1.003201493,1.136138307,1.214751524,1.4600304769999999,1.4811779619999998,1.7265701709999999,1.9115376419999999,1.509411878,1.465621895,1.710070765,1.976060074,1.899711734,1.90275891
American Samoa,ASM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.662642982,0.849084497,1.796794064,1.446821285,1.5401350719999998,2.473585495,5.613448493,8.912847222,15.31343284,19.08331058,6.886077081,6.238223734,5.406990864,4.710273171,6.053204097,9.883268863,5.580272532,6.39051801,6.701462004,5.535809488,1.94729174,1.45543755,4.049249117,1.1773056579999999,2.0739483919999997,3.573357026,3.62388641,4.0537254030000005,4.265352382,4.2929443019999995,4.23352225,3.977164337,3.858476917,3.87997941,3.732497664,3.7357883160000003,3.878986619,3.9623355069999997,3.995303753,4.033068153,4.123971095,4.09566526,4.293313704,4.620874526000001,4.778147908999999,4.806998084,4.913644367,5.1364725710000005,5.194500314,5.446757355,5.539567508999999,5.363407474,5.418446532000001,5.360453467,5.3776485460000005
Australia,AUS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,8.582936643,8.641569017,8.835688047,9.226439909,9.759073431000001,10.62232139,10.32809244,10.9556248,11.21016771,11.60055435,11.80289054,11.80911757,11.95163155,12.77968685,12.55966873,12.65989981,12.41679178,13.23189614,14.06985862,14.12909198,15.02491601,15.43250084,15.42493181,14.64008413,15.2209753,15.308410199999999,14.98057315,15.7469578,15.79616778,16.51986292,15.45288167,15.12796621,15.31776851,15.701451800000001,15.57658628,15.59651881,16.50180039,16.51427321,16.93569585,17.19029769,17.20060983,16.73336743,17.37045177,16.90195895,17.02651535,17.16971145,17.65139831,17.86526004,18.16087566,18.20018196,17.74084505,17.53887776,17.06614082,16.08347439,15.37013776
Austria,AUT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.373318828,4.496361641,4.755361673,5.155193747,5.391003988,5.252196533,5.361724683,5.417736727,5.711110103999999,6.006325177999999,6.788807307000001,6.953651912000001,7.4485168139999995,7.930866985,7.562697278,7.176844855,7.7212500120000005,7.428063283999999,7.601371803999999,8.158846402,6.928478999999999,7.416160614,7.112124941,6.874373273,7.214278667,7.230766353,7.144304852,7.623419815,7.032030698,7.102448997000001,7.513246156,7.944096184,7.226236427999999,7.223017308999999,7.189264701,7.521516107,7.938008299,7.863667996,7.981004261,7.741130615,7.774259739,8.192769898,8.299115796,8.889562333999999,8.858363703,9.020169597999999,8.727297872000001,8.406418936,8.295095977999999,7.518751102,8.071131802,7.748134305,7.387077163,7.368748145,6.86986793
Azerbaijan,AZE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.61863709,6.464585857,5.525358562999999,4.337414444,4.026472755,3.8030227410000004,4.00297561,3.579835395,3.666271029,3.547105484,3.623944346,3.718169927,3.8632296389999996,4.091801927,4.616299863,3.5553401,4.051383481,3.5656682180000003,3.3882258789999997,3.646179877,3.82487717,3.785068836,3.931560609
